Intent_id,Standard,Clause_or_control,Intent_type,Intent_statement,Evidence_examples,Strength,Mandatory,Applicability ,Exclusion_Justified,Process,Action_Title,compliance_status
INT-A8-26-03,ISO27001_2022,A.8.26,technical,"Information transmitted over public networks is protected against interception, alteration, duplication, or replay","Architecture diagrams, security controls",Strong,NO,Applicable,,Asset Management,Define Application Security Requirements,Not Started
INT-A8-26-04,ISO27001_2022,A.8.26,technical,Cryptographic mechanisms are used to protect information in transit,"TLS configurations, encryption standards",Strong,NO,Applicable,,Asset Management,Define Application Security Requirements,Not Started
INT-A8-26-05,ISO27001_2022,A.8.26,technical,A standardized application security requirements checklist or template is used,Application security checklist,Medium,NO,Applicable,,Asset Management,Define Application Security Requirements,Not Started
INT-A8-26-06,ISO27001_2022,A.8.26,technical,Security requirements are traceable through design and implementation,"SRTM, design documents",Medium,NO,Applicable,,Asset Management,Define Application Security Requirements,Not Started
INT-A8-26-07,ISO27001_2022,A.8.26,technical,Application security requirements are validated through testing or review,"Test results, validation logs",Strong,NO,Applicable,,Asset Management,Define Application Security Requirements,Not Started
INT-A8-27-01,ISO27001_2022,A.8.27,technical,Secure system architecture and engineering principles are documented,Architecture standards,Strong,NO,Applicable,,Asset Management,Secure System Architecture,Not Started
INT-A8-27-02,ISO27001_2022,A.8.27,technical,Architecture principles address injection flaws such as SQL injection,Secure architecture standard,Strong,NO,Applicable,,Asset Management,Secure System Architecture,Not Started
INT-A8-27-03,ISO27001_2022,A.8.27,technical,Architecture principles address buffer overflow vulnerabilities,Secure architecture standard,Medium,NO,Applicable,,Asset Management,Secure System Architecture,Not Started
INT-A8-27-04,ISO27001_2022,A.8.27,technical,Architecture principles address insecure cryptographic storage,Secure architecture standard,Strong,NO,Applicable,,Asset Management,Secure System Architecture,Not Started
INT-A8-27-05,ISO27001_2022,A.8.27,technical,Architecture principles address insecure communications,Architecture guidelines,Strong,NO,Applicable,,Asset Management,Secure System Architecture,Not Started
INT-A8-27-06,ISO27001_2022,A.8.27,technical,Architecture principles address improper error handling,Secure design guidelines,Medium,NO,Applicable,,Asset Management,Secure System Architecture,Not Started
INT-A8-27-07,ISO27001_2022,A.8.27,technical,Architecture principles address access control weaknesses such as IDOR and directory traversal,Secure architecture standard,Strong,NO,Applicable,,Asset Management,Secure System Architecture,Not Started
INT-A8-27-08,ISO27001_2022,A.8.27,technical,Architecture principles address XSS and CSRF vulnerabilities,Secure architecture standard,Strong,NO,Applicable,,Asset Management,Secure System Architecture,Not Started
INT-A8-27-09,ISO27001_2022,A.8.27,technical,Architecture principles address broken authentication and session management,Secure architecture standard,Strong,NO,Applicable,,Asset Management,Secure System Architecture,Not Started
INT-A8-27-10,ISO27001_2022,A.8.27,technical,Secure architecture principles are reviewed at least annually,Policy review records,Medium,NO,Applicable,,Asset Management,Secure System Architecture,Not Started
INT-A8-27-11,ISO27001_2022,A.8.27,technical,Secure architecture principles are communicated to architects and engineers,Training records,Medium,NO,Applicable,,Asset Management,Secure System Architecture,Not Started
INT-A8-28-01,ISO27001_2022,A.8.28,technical,Secure coding policies or guidelines are documented,Secure coding policy,Strong,NO,Applicable,,Asset Management,Secure Coding,Not Started
INT-A8-28-02,ISO27001_2022,A.8.28,technical,A formal code review process is defined,"SDLC, coding standards",Strong,NO,Applicable,,Asset Management,Secure Coding,Not Started
INT-A8-28-03,ISO27001_2022,A.8.28,technical,Code changes follow the defined code review process,"Pull requests, review logs",Strong,NO,Applicable,,Asset Management,Secure Coding,Not Started
INT-A8-28-04,ISO27001_2022,A.8.28,technical,Secure coding documentation is reviewed at least annually,Policy review records,Medium,NO,Applicable,,Asset Management,Secure Coding,Not Started
INT-A8-28-05,ISO27001_2022,A.8.28,technical,Secure coding tools such as SAST or DAST are used,CI/CD tool outputs,Strong,NO,Applicable,,Asset Management,Secure Coding,Not Started
INT-A8-29-01,ISO27001_2022,A.8.29,technical,Security testing processes are defined for development and acceptance phases,Security testing procedures,Strong,NO,Applicable,,Asset Management,Test Security in Development,Not Started
INT-A8-29-02,ISO27001_2022,A.8.29,technical,Automated security scanning is performed prior to production release,Scan reports,Strong,NO,Applicable,,Asset Management,Test Security in Development,Not Started
INT-A8-29-03,ISO27001_2022,A.8.29,technical,Identified vulnerabilities are remediated within defined timelines,"Ticketing system, remediation logs",Strong,NO,Applicable,,Asset Management,Test Security in Development,Not Started
INT-A8-29-04,ISO27001_2022,A.8.29,technical,Security acceptance criteria are defined for new or changed systems,Acceptance test criteria,Medium,NO,Applicable,,Asset Management,Test Security in Development,Not Started
INT-A8-29-05,ISO27001_2022,A.8.29,technical,Security acceptance testing is performed prior to go-live,Test results,Strong,NO,Applicable,,Asset Management,Test Security in Development,Not Started
INT-A8-29-06,ISO27001_2022,A.8.29,technical,Rollback procedures exist for failed or insecure releases,Change management records,Medium,NO,Applicable,,Asset Management,Test Security in Development,Not Started
INT-A8-30-01,ISO27001_2022,A.8.30,technical,Outsourced development activities are identified,Vendor records,Strong,NO,Applicable,,Asset Management,Secure Outsourced Development,Not Started
INT-A8-30-02,ISO27001_2022,A.8.30,technical,Outsourced development follows the same security controls as internal development,Vendor security requirements,Strong,NO,Applicable,,Asset Management,Secure Outsourced Development,Not Started
INT-A8-30-03,ISO27001_2022,A.8.30,technical,Contracts define security obligations for outsourced developers,"MSAs, SOWs",Strong,NO,Applicable,,Asset Management,Secure Outsourced Development,Not Started
INT-A8-30-04,ISO27001_2022,A.8.30,technical,Access granted to outsourced developers is restricted and controlled,Access control records,Strong,NO,Applicable,,Asset Management,Secure Outsourced Development,Not Started
INT-A8-30-05,ISO27001_2022,A.8.30,technical,Source code controls apply to outsourced developers,Repository configurations,Strong,NO,Applicable,,Asset Management,Secure Outsourced Development,Not Started
INT-A8-30-06,ISO27001_2022,A.8.30,technical,Outsourced development activities are monitored and reviewed,"Vendor assessments, audits",Medium,NO,Applicable,,Asset Management,Secure Outsourced Development,Not Started
INT-A8-31-01,ISO27001_2022,A.8.31,technical,"Separation requirements for development, testing, and production environments are documented",Environment separation policy,Strong,NO,Applicable,,Asset Management,"Separate Development, Test, and Production",Not Started
INT-A8-31-02,ISO27001_2022,A.8.31,technical,"Access controls enforce separation between development, test, and production environments","IAM configs, access matrices",Strong,NO,Applicable,,Asset Management,"Separate Development, Test, and Production",Not Started
INT-A8-31-03,ISO27001_2022,A.8.31,technical,Development and testing are performed in non-production environments,"SDLC records, deployment logs",Strong,NO,Applicable,,Asset Management,"Separate Development, Test, and Production",Not Started
INT-A8-31-04,ISO27001_2022,A.8.31,technical,Developers are restricted from deploying code directly into production,"IAM roles, CI/CD permissions",Strong,NO,Applicable,,Asset Management,"Separate Development, Test, and Production",Not Started
INT-A8-31-05,ISO27001_2022,A.8.31,technical,Separation of environments is documented in architecture diagrams,Architecture diagrams,Medium,NO,Applicable,,Asset Management,"Separate Development, Test, and Production",Not Started
INT-A8-31-06,ISO27001_2022,A.8.31,technical,Access to production environments is logged and monitored,"Access logs, SIEM",Medium,NO,Applicable,,Asset Management,"Separate Development, Test, and Production",Not Started
INT-A8-32-01,ISO27001_2022,A.8.32,technical,A formal change management policy or procedure is documented,Change management policy,Strong,NO,Applicable,,Asset Management,Manage Change,Not Started
INT-A8-32-02,ISO27001_2022,A.8.32,technical,Roles and responsibilities for change management are clearly defined,"Policy, RACI",Strong,NO,Applicable,,Asset Management,Manage Change,Not Started
INT-A8-32-03,ISO27001_2022,A.8.32,technical,"Changes require formal documentation, authorization, and approval",Change tickets,Strong,NO,Applicable,,Asset Management,Manage Change,Not Started
INT-A8-32-04,ISO27001_2022,A.8.32,technical,"Segregation of duties is enforced between requester, approver, and implementer",Change records,Strong,NO,Applicable,,Asset Management,Manage Change,Not Started
INT-A8-32-05,ISO27001_2022,A.8.32,technical,Changes are tested prior to implementation in production,Test results,Strong,NO,Applicable,,Asset Management,Manage Change,Not Started
INT-A8-32-06,ISO27001_2022,A.8.32,technical,Security controls are tested as part of the change process,Test evidence,Strong,NO,Applicable,,Asset Management,Manage Change,Not Started
INT-A8-32-07,ISO27001_2022,A.8.32,technical,Emergency change procedures are defined and documented,Change policy,Medium,NO,Applicable,,Asset Management,Manage Change,Not Started
INT-A8-32-08,ISO27001_2022,A.8.32,technical,All production changes are tracked in a change management system,Change database,Strong,NO,Applicable,,Asset Management,Manage Change,Not Started
INT-A8-32-09,ISO27001_2022,A.8.32,technical,Changes are assessed for risk and impact,Risk assessment records,Strong,NO,Applicable,,Asset Management,Manage Change,Not Started
INT-A8-32-10,ISO27001_2022,A.8.32,technical,Code changes are reviewed by individuals other than the author,"Pull requests, review logs",Strong,NO,Applicable,,Asset Management,Manage Change,Not Started
INT-A8-32-11,ISO27001_2022,A.8.32,technical,Code reviews verify adherence to secure coding practices,Review checklists,Strong,NO,Applicable,,Asset Management,Manage Change,Not Started
INT-A8-32-12,ISO27001_2022,A.8.32,technical,Post-implementation reviews are performed for production changes,PIR records,Medium,NO,Applicable,,Asset Management,Manage Change,Not Started
INT-A8-32-13,ISO27001_2022,A.8.32,technical,Rollback procedures exist and are used when changes fail or introduce risk,Rollback records,Medium,NO,Applicable,,Asset Management,Manage Change,Not Started
INT-A8-33-01,ISO27001_2022,A.8.33,technical,Procedures for managing and protecting test information are documented,Test data policy,Strong,NO,Applicable,,Asset Management,Protect Test Data,Not Started
INT-A8-33-02,ISO27001_2022,A.8.33,technical,Use of production data in non-production environments is restricted,Data handling procedures,Strong,NO,Applicable,,Asset Management,Protect Test Data,Not Started
INT-A8-33-03,ISO27001_2022,A.8.33,technical,"Test accounts, credentials, and data are removed before production release",Deployment checklists,Strong,NO,Applicable,,Asset Management,Protect Test Data,Not Started
INT-A8-33-04,ISO27001_2022,A.8.33,technical,Production data is sanitized or anonymized before use in test environments,Masking logs,Strong,NO,Applicable,,Asset Management,Protect Test Data,Not Started
INT-A8-33-05,ISO27001_2022,A.8.33,technical,Access to test data is restricted to authorized users,IAM configurations,Medium,NO,Applicable,,Asset Management,Protect Test Data,Not Started
INT-A8-34-01,ISO27001_2022,A.8.34,technical,Procedures exist to protect operational systems during audit or testing activities,Audit protection procedures,Strong,NO,Applicable,,Asset Management,Protect Systems During Audit,Not Started
INT-A8-34-02,ISO27001_2022,A.8.34,technical,Audit and testing activities are pre-authorized and scoped,Authorization forms,Strong,NO,Applicable,,Asset Management,Protect Systems During Audit,Not Started
INT-A8-34-03,ISO27001_2022,A.8.34,technical,Audit schedules are planned and agreed with stakeholders,Audit plans,Medium,NO,Applicable,,Asset Management,Protect Systems During Audit,Not Started
INT-A8-34-04,ISO27001_2022,A.8.34,technical,Risk mitigation measures are defined before audit or testing activities,Risk assessments,Strong,NO,Applicable,,Asset Management,Protect Systems During Audit,Not Started
INT-A8-34-05,ISO27001_2022,A.8.34,technical,Systems are monitored during audits to detect disruption or unauthorized changes,Monitoring logs,Medium,NO,Applicable,,Asset Management,Protect Systems During Audit,Not Started
INT-A8-34-06,ISO27001_2022,A.8.34,technical,Changes during audits follow change management or rollback procedures,Change records,Medium,NO,Applicable,,Asset Management,Protect Systems During Audit,Not Started
